period	cc	year	CG_707_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc3	cc6	cc10	cc13	cc14	cc18	cc21	cc24	cc27	cc32	cc34	cc42	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc74	cc75	cc79	cc82	cc83	cc84	cc93	cc94	cc96	cc101	cc112	cc113	cc114	cc116	cc118	cc119	cc121	cc122	cc123	cc125	cc136	cc137	cc143	cc144	cc145	cc152	cc154	cc158	cc161	cc164	cc166	cc167	cc171	cc174	cc178	cc180	cc183	cc185	cc186	cc188	cc191	cc217	cc219	cc220	cc225	cc227	cc228	cc233	cc234	cc240	cc246	cc247	cc248	cc252	cc256	cc257	cc258	cc262	cc274	cc276
4	44	1988	.67219812	100	0	13.066237	16.248211	88.497032	6.9938054	38.286999	3.8181818	40.552845	47.806751	34.2369	7.1702914	-.31503099	-8	1	1	1	6	6.8537693	100	0	13.066237	16.11668	87.646324	7.0433764	34.507599	2.3660734	46.589783	48.822975	27.208679	6.8063464	11.756918	-7.8000002	1	1	1	6	6.7498116	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	44	1993	.79387152	100	0	13.066237	16.410103	86.729904	6.8399706	41.406601	3.2051282	38.70483	46.536465	77.357162	7.1153316	8.4514303	-4.8000002	5	1	1	6.1999998	6.6334224	100	0	13.066237	16.248211	88.497032	6.9938054	38.286999	3.8181818	40.552845	47.806751	34.2369	7.1702914	-.31503099	-8	1	1	1	6	6.8537693	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	44	1998	.55873281	100	0	13.066237	16.522671	82.027176	6.6331134	44.354401	2.7619047	40.455803	45.073887	95.721321	7.1473613	2.976198	-4	6	1	1	7	6.4587426	100	0	13.066237	16.410103	86.729904	6.8399706	41.406601	3.2051282	38.70483	46.536465	77.357162	7.1153316	8.4514303	-4.8000002	5	1	1	6.1999998	6.6334224	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	45	1978	1.4657575	77.149994	0	16.023785	16.993217	35.830948	13.459776	75.642197	1.7028985	49.75708	36.826576	45.548481	10.719354	8.5907078	10	10	0	1	1	9.1485271	100	0	16.023785	16.933224	43.366093	12.803397	75.628197	1.8614719	44.828785	37.034523	54.281139	10.426517	9.2623997	10	10	0	1	1	8.6593313	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	45	1983	1.384704	47.403988	0	16.023785	17.050076	31.822815	14.497365	76.077599	.80000001	51.25034	38.639256	57.30946	11.04132	6.4231858	10	10	0	1	1	9.4716177	77.149994	0	16.023785	16.993217	35.830948	13.459776	75.642197	1.7028985	49.75708	36.826576	45.548481	10.719354	8.5907078	10	10	0	1	1	9.1485271	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	45	1988	1.23255	44.607338	0	16.023785	17.111073	30.604544	15.927623	76.490799	1.5099715	52.541344	38.82811	72.193619	11.4784	4.0743361	10	10	0	1	1	9.784832	47.403988	0	16.023785	17.050076	31.822815	14.497365	76.077599	.80000001	51.25034	38.639256	57.30946	11.04132	6.4231858	10	10	0	1	1	9.4716177	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	45	1993	1.1880192	49.365067	0	16.023785	17.16877	30.335236	17.290426	77.237801	.71428573	60.813988	40.320194	93.691544	12.071505	1.91399	10	10	0	1	1	9.912796	44.607338	0	16.023785	17.111073	30.604544	15.927623	76.490799	1.5099715	52.541344	38.82811	72.193619	11.4784	4.0743361	10	10	0	1	1	9.784832	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	45	1998	.18722123	46.49593	0	16.023785	17.223267	28.929882	18.151485	78.756798	1.3563218	79.752922	42.211491	93.3395	12.52867	1.764714	10	10	0	1	1	9.9790487	49.365067	0	16.023785	17.16877	30.335236	17.290426	77.237801	.71428573	60.813988	40.320194	93.691544	12.071505	1.91399	10	10	0	1	1	9.912796	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	45	2003	.9035787	45.068367	0	16.023785	17.268547	26.430641	18.661287	79.864403	.64516127	75.391846	43.236797	76.796761	12.963113	2.53476	10	10	0	1	1	10.228035	46.49593	0	16.023785	17.223267	28.929882	18.151485	78.756798	1.3563218	79.752922	42.211491	93.3395	12.52867	1.764714	10	10	0	1	1	9.9790487	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	45	2008	1.6021013	44.560879	0	16.023785	17.323959	24.231792	19.619421	80.381203	1.2310606	65.272972	42.766453	75.028458	13.616703	2.0685439	10	10	0	1	1	10.659899	45.068367	0	16.023785	17.268547	26.430641	18.661287	79.864403	.64516127	75.391846	43.236797	76.796761	12.963113	2.53476	10	10	0	1	1	10.228035	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	51	1978	1.7193148	96.499435	.60000002	13.519167	16.213406	57.647247	9.281847	80.100197	2	44.659912	52.885593	48.51226	8.3972092	97.711723	-7	1	1	1	6.4000001	7.4098945	98.52832	1.2	13.519167	16.112045	67.47258	9.3999414	77.122398	.82276851	32.715309	52.799259	79.8181	7.9176102	303.5675	-1.8	3.4000001	1	1	5.5	7.1422496	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	51	1983	1.7185717	92.829506	0	13.519167	16.283014	50.403168	9.2445889	82.071602	1.8181819	44.047009	52.139523	81.4888	8.4901543	19.110701	-6.4000001	1.6	1	1	6	7.6275043	96.499435	.60000002	13.519167	16.213406	57.647247	9.281847	80.100197	2	44.659912	52.885593	48.51226	8.3972092	97.711723	-7	1	1	1	6.4000001	7.4098945	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	51	1988	1.7640734	95.462311	0	13.519167	16.36445	47.378899	9.4655542	83.012199	1.6666666	56.698441	52.523689	117.01622	8.6852694	21.316879	.60000002	6	1	1	4.5999999	7.6551046	92.829506	0	13.519167	16.283014	50.403168	9.2445889	82.071602	1.8181819	44.047009	52.139523	81.4888	8.4901543	19.110701	-6.4000001	1.6	1	1	6	7.6275043	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	51	1993	2.0633802	93.921112	0	13.519167	16.439747	46.747044	10.078614	83.931602	1.5384616	54.418186	51.688087	48.274158	9.5733461	14.24602	8	9	1	1	2	8.2395601	95.462311	0	13.519167	16.36445	47.378899	9.4655542	83.012199	1.6666666	56.698441	52.523689	117.01622	8.6852694	21.316879	.60000002	6	1	1	4.5999999	7.6551046	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	51	1998	2.4459698	91.503059	0	13.519167	16.523561	44.525269	10.900227	85.316399	1.4285715	55.735371	52.704826	22.986799	10.526471	4.3266821	8.1999998	9	1	1	2.2	8.5721731	93.921112	0	13.519167	16.439747	46.747044	10.078614	83.931602	1.5384616	54.418186	51.688087	48.274158	9.5733461	14.24602	8	9	1	1	2	8.2395601	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	51	2003	2.8985133	95.100159	0	13.519167	16.588099	39.390438	11.711746	86.952202	1.3333334	67.291031	51.64732	12.3316	10.891338	5.7903061	9	9	1	1	1.4	8.585515	91.503059	0	13.519167	16.523561	44.525269	10.900227	85.316399	1.4285715	55.735371	52.704826	22.986799	10.526471	4.3266821	8.1999998	9	1	1	2.2	8.5721731	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	51	2008	3.4553437	93.049133	0	13.519167	16.636599	34.01128	12.886475	88.414398	1.25	73.646446	50.484085	5.9930639	11.610178	6.159615	10	10	1	1	1	9.2695761	95.100159	0	13.519167	16.588099	39.390438	11.711746	86.952202	1.3333334	67.291031	51.64732	12.3316	10.891338	5.7903061	9	9	1	1	1.4	8.585515	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	56	1983	.38132539	71.080582	0	13.910821	17.168276	68.739525	7.0343781	64.192802	2.1446817	20.604313	56.087128	21.19388	7.5822334	23.00404	8	9	1	0	2	7.5182137	68.799767	0	13.910821	17.065466	77.122368	7.0776634	60.688202	2.402564	24.07279	60.448524	14.45686	7.1209006	24.65254	8	9	1	0	2	7.145164	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	56	1988	.39999494	94.385124	0	13.910821	17.280855	63.260796	7.1657953	67.195198	1.9368279	25.17123	46.813065	35.350281	8.2876501	26.21356	8	9	1	0	2.4000001	7.4290061	71.080582	0	13.910821	17.168276	68.739525	7.0343781	64.192802	2.1446817	20.604313	56.087128	21.19388	7.5822334	23.00404	8	9	1	0	2	7.5182137	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	56	1993	.70159334	100	0	13.910821	17.370531	59.1595	7.3447552	69.620003	2.32128	28.367094	50.346912	29.309919	8.7740879	28.11508	8.6000004	8.6000004	1	0	2.5999999	7.6962466	94.385124	0	13.910821	17.280855	63.260796	7.1657953	67.195198	1.9368279	25.17123	46.813065	35.350281	8.2876501	26.21356	8	9	1	0	2.4000001	7.4290061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	56	1998	1.3015777	85.886314	0	13.910821	17.463217	54.476925	7.4957538	71.451401	1.5796769	29.788164	53.329502	30.80625	9.5612211	18.573099	7	7	1	0	3.8	7.9792914	100	0	13.910821	17.370531	59.1595	7.3447552	69.620003	2.32128	28.367094	50.346912	29.309919	8.7740879	28.11508	8.6000004	8.6000004	1	0	2.5999999	7.6962466	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	59	1978	2.7945697	100	0	10.840756	14.612445	69.212326	8.5810146	42.398998	1.8614719	59.046642	56.160702	42.24308	5.0177665	13.88573	10	10	1	0	1	7.5970345	100	0	10.840756	14.48814	81.570648	9.0936041	40.340199	3.1637428	63.759628	57.593391	23.957701	4.3501439	14.290188	10	10	1	0	1	6.8567023	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	59	1983	3.943475	100	0	10.840756	14.746873	61.753735	8.5244112	44.5774	3.2721293	69.800781	50.799915	101.78234	4.9817696	44.653419	10	10	1	0	1	7.3589668	100	0	10.840756	14.612445	69.212326	8.5810146	42.398998	1.8614719	59.046642	56.160702	42.24308	5.0177665	13.88573	10	10	1	0	1	7.5970345	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	59	1988	4.5336995	99.39183	0	10.840756	14.886303	60.521271	8.4970627	48.634998	2.8113482	63.508427	44.907711	81.716759	5.5706577	16.94206	10	10	1	0	1	7.6609831	100	0	10.840756	14.746873	61.753735	8.5244112	44.5774	3.2721293	69.800781	50.799915	101.78234	4.9817696	44.653419	10	10	1	0	1	7.3589668	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	59	1993	5.2741838	100	0	10.840756	15.008513	58.685448	8.5810184	53.746601	2.4644573	75.673973	43.50668	40.486279	6.2630343	18.998779	10	10	1	0	1	7.9528718	99.39183	0	10.840756	14.886303	60.521271	8.4970627	48.634998	2.8113482	63.508427	44.907711	81.716759	5.5706577	16.94206	10	10	1	0	1	7.6609831	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	59	1998	4.5665975	100	0	10.840756	15.128746	52.817757	8.6755419	57.7384	2.1938405	91.406059	44.29974	39.831749	7.396358	12.953686	10	10	1	0	1	8.2291889	100	0	10.840756	15.008513	58.685448	8.5810184	53.746601	2.4644573	75.673973	43.50668	40.486279	6.2630343	18.998779	10	10	1	0	1	7.9528718	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	59	2003	5.007019	97.822128	0	10.840756	15.240724	45.150921	8.8090878	60.638802	1.9768158	93.888687	46.387657	42.144402	8.3378019	9.7079077	10	10	1	0	1	8.363307	100	0	10.840756	15.128746	52.817757	8.6755419	57.7384	2.1938405	91.406059	44.29974	39.831749	7.396358	12.953686	10	10	1	0	1	8.2291889	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	59	2008	5.089149	98.601486	0	10.840756	15.328186	38.472424	9.2519379	63.194	1.7988888	93.925499	46.700966	35.909641	9.2349806	9.8244019	10	10	1	0	1	8.7493677	97.822128	0	10.840756	15.240724	45.150921	8.8090878	60.638802	1.9768158	93.888687	46.387657	42.144402	8.3378019	9.7079077	10	10	1	0	1	8.363307	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	63	1993	2.1564262	100.55762	0	9.1312971	13.343719	38.360226	15.430935	67.533203	2.2157359	104.82491	38.238415	36.525051	7.2705584	5.6092501	10	10	1	0	1	9.3646669	100	0	9.1312971	13.238064	39.114719	15.286086	65.936798	1.7279595	107.18658	36.80904	31.187241	6.8328934	4.2782159	10	10	1	0	1	8.9449444	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	63	1998	2.6127994	102.9438	0	9.1312971	13.426817	34.928604	15.277052	68.403999	1.9755652	105.39626	42.998245	57.16634	7.9371777	2.7672541	10	10	1	0	1	9.524169	100.55762	0	9.1312971	13.343719	38.360226	15.430935	67.533203	2.2157359	104.82491	38.238415	36.525051	7.2705584	5.6092501	10	10	1	0	1	9.3646669	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	63	2003	3.1130135	101.75887	0	9.1312971	13.493981	30.553185	15.286609	69.125603	1.1784482	101.99002	45.660801	66.713478	8.9804401	3.0534959	10	10	1	0	1	9.7815609	102.9438	0	9.1312971	13.426817	34.928604	15.277052	68.403999	1.9755652	105.39626	42.998245	57.16634	7.9371777	2.7672541	10	10	1	0	1	9.524169	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	63	2008	3.1076233	100.41167	0	9.1312971	13.581741	26.483751	15.928982	69.964203	2	96.578011	47.475742	58.159538	9.8163185	2.8196235	10	10	1	0	1	10.242956	101.75887	0	9.1312971	13.493981	30.553185	15.286609	69.125603	1.1784482	101.99002	45.660801	66.713478	8.9804401	3.0534959	10	10	1	0	1	9.7815609	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	68	1978	.67097253	54.032318	0	10.65429	15.444751	33.624126	21.78845	83.092201	0	63.168736	48.90181	14.772842	8.4180641	8.5747681	10	10	0	0	1	9.3234167	55.415939	0	10.654196	15.428909	35.762833	20.168356	81.182404	.80816329	60.768734	49.214062	5.91085	7.8023181	10.90686	10	10	0	0	1	8.6202726	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	68	1983	.48928586	56.943787	0	10.654432	15.444751	29.491972	22.550127	84.0998	0	73.80529	48.545467	54.11248	8.2979431	7.647038	10	10	0	0	1	9.3603315	54.032318	0	10.65429	15.444751	33.624126	21.78845	83.092201	0	63.168736	48.90181	14.772842	8.4180641	8.5747681	10	10	0	0	1	9.3234167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	68	1988	.42547026	55.967163	0	10.65462	15.444751	26.059668	23.006121	84.646202	0	67.394653	46.863209	59.642979	9.0158186	3.8362999	10	10	0	0	1	9.9690027	56.943787	0	10.654432	15.444751	29.491972	22.550127	84.0998	0	73.80529	48.545467	54.11248	8.2979431	7.647038	10	10	0	0	1	9.3603315	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	68	1993	.43606749	59.159302	0	10.655422	15.46417	25.424168	22.865904	84.924599	.39215687	70.051064	47.860664	64.906502	9.7281494	1.561748	10	10	0	0	1	10.283306	55.967163	0	10.65462	15.444751	26.059668	23.006121	84.646202	0	67.394653	46.863209	59.642979	9.0158186	3.8362999	10	10	0	0	1	9.9690027	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	68	1998	.27769759	66.295753	0	10.655611	15.483217	26.976784	22.323362	85.051598	.38461539	76.404877	47.171276	67.272774	10.41873	1.9725519	10	10	0	0	1	10.389779	59.159302	0	10.655422	15.46417	25.424168	22.865904	84.924599	.39215687	70.051064	47.860664	64.906502	9.7281494	1.561748	10	10	0	0	1	10.283306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	68	2003	.25336674	62.662079	0	10.655611	15.501909	28.267084	22.460171	85.553596	.3773585	87.895477	45.98859	54.448021	11.341936	2.3298039	10	10	0	0	1	10.553508	66.295753	0	10.655611	15.483217	26.976784	22.323362	85.051598	.38461539	76.404877	47.171276	67.272774	10.41873	1.9725519	10	10	0	0	1	10.389779	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
